full_text,Case Folding,cleaning,Tokenize,Negation_Handling,Negation_Changes,text_clean,translated_text,subjektivitas,polaritas,sentimen,sentiment
curangnya nanti ada yg menggagalkan pelantikan ,curangnya nanti ada yg menggagalkan pelantikan ,curangnya nanti ada yg menggagalkan pelantikan,"['curangnya', 'nanti', 'ada', 'yg', 'menggagalkan', 'pelantikan']","['curangnya', 'nanti', 'ada', 'yg', 'menggagalkan', 'pelantikan']",,curangnya nanti ada yg menggagalkan pelantikan,cheating later someone will fail the appointment,0.14999999999999997,-0.25,negatif,0
Lama banget ya oktober ,lama banget ya oktober ,lama banget ya oktober,"['lama', 'banget', 'ya', 'oktober']","['lama', 'banget', 'ya', 'oktober']",,lama banget ya oktober,It's been a long time since October,0.4,-0.05,negatif,0
Kasian si wowo ,kasian si wowo ,kasian si wowo,"['kasian', 'si', 'wowo']","['kasian', 'si', 'wowo']",,kasian si wowo,poor guy wow,0.8,-0.15000000000000002,negatif,0
"meskipun banyak yang benci, tetap semangat ya pak","meskipun banyak yang benci, tetap semangat ya pak",meskipun banyak yang benci tetap semangat ya pak,"['meskipun', 'banyak', 'yang', 'benci', 'tetap', 'semangat', 'ya', 'pak']","['meskipun', 'banyak', 'yang', 'benci', 'tetap', 'semangat', 'ya', 'pak']",,meskipun banyak yang benci tetap semangat ya pak,"Even though many people hate you, keep your enthusiasm, sir",0.7,-0.15000000000000002,negatif,0
Mudah mudahan apa yg mereka harapkaan sesuai dengan keinginannya ,mudah mudahan apa yg mereka harapkaan sesuai dengan keinginannya ,mudah mudahan apa yg mereka harapkaan sesuai dengan keinginannya,"['mudah', 'mudahan', 'apa', 'yg', 'mereka', 'harapkaan', 'sesuai', 'dengan', 'keinginannya']","['mudah', 'mudahan', 'apa', 'yg', 'mereka', 'harapkaan', 'sesuai', 'dengan', 'keinginannya']",,mudah mudahan apa yg mereka harapkaan sesuai dengan keinginannya,Hopefully what they expect will be what they want,0.0,0.0,netral,2
"lanjutkan pak, semangat dan jangan menyerah dengan keadaan","lanjutkan pak, semangat dan jangan menyerah dengan keadaan",lanjutkan pak semangat dan jangan menyerah dengan keadaan,"['lanjutkan', 'pak', 'semangat', 'dan', 'jangan', 'menyerah', 'dengan', 'keadaan']","['lanjutkan', 'pak', 'semangat', 'dan', 'jangan_menyerah', 'dengan', 'keadaan']","[(['jangan', 'menyerah'], 'jangan_menyerah'), (['menyerah', 'dengan'], 'dengan'), (['dengan', 'keadaan'], 'keadaan')]",lanjutkan pak semangat dan jangan_menyerah dengan keadaan,"Keep going, sir, be enthusiastic and don't give up on the situation",0.9,0.6,positif,1
"jangan bohongi rakyat, jangan marah jika dikritik, jangan malas bekerja ","jangan bohongi rakyat, jangan marah jika dikritik, jangan malas bekerja ",jangan bohongi rakyat jangan marah jika dikritik jangan malas bekerja,"['jangan', 'bohongi', 'rakyat', 'jangan', 'marah', 'jika', 'dikritik', 'jangan', 'malas', 'bekerja']","['jangan_bohongi', 'rakyat', 'jangan_marah', 'jika', 'dikritik', 'jangan_malas', 'bekerja']","[(['jangan', 'bohongi'], 'jangan_bohongi'), (['bohongi', 'rakyat'], 'rakyat'), (['rakyat', 'jangan'], 'jangan_marah'), (['jangan', 'marah'], 'jika'), (['marah', 'jika'], 'dikritik'), (['jika', 'dikritik'], 'jangan_malas'), (['dikritik', 'jangan'], 'bekerja')]",jangan_bohongi rakyat jangan_marah jika dikritik jangan_malas bekerja,"Don't lie to the people, don't get angry if you are criticized, don't be lazy about working",1.0,-0.375,negatif,0
Najis ,najis ,najis,['najis'],['najis'],,najis,shit,0.8,-0.2,negatif,0
"jangan hilangkan kepercayaan rakyat RI, jangan buat mereka marah dan kecewa dengan kinerjamu","jangan hilangkan kepercayaan rakyat ri, jangan buat mereka marah dan kecewa dengan kinerjamu",jangan hilangkan kepercayaan rakyat ri jangan buat mereka marah dan kecewa dengan kinerjamu,"['jangan', 'hilangkan', 'kepercayaan', 'rakyat', 'ri', 'jangan', 'buat', 'mereka', 'marah', 'dan', 'kecewa', 'dengan', 'kinerjamu']","['jangan_hilangkan', 'kepercayaan', 'rakyat', 'ri', 'jangan_buat', 'mereka', 'marah', 'dan', 'kecewa', 'dengan', 'kinerjamu']","[(['jangan', 'hilangkan'], 'jangan_hilangkan'), (['hilangkan', 'kepercayaan'], 'kepercayaan'), (['kepercayaan', 'rakyat'], 'rakyat'), (['rakyat', 'ri'], 'ri'), (['ri', 'jangan'], 'jangan_buat'), (['jangan', 'buat'], 'mereka'), (['buat', 'mereka'], 'marah'), (['mereka', 'marah'], 'dan'), (['marah', 'dan'], 'kecewa'), (['dan', 'kecewa'], 'dengan'), (['kecewa', 'dengan'], 'kinerjamu')]",jangan_hilangkan kepercayaan rakyat ri jangan_buat mereka marah dan kecewa dengan kinerjamu,"Don't lose the trust of the Indonesian people, don't make them angry and disappointed with your performance",0.875,-0.625,negatif,0
Buzzer asuu... Pemilu dah selesai woyyyy susah bgt nyembuhin tu penyakit hati ,buzzer asuu... pemilu dah selesai woyyyy susah bgt nyembuhin tu penyakit hati ,buzzer asuu pemilu dah selesai woy susah bgt nyembuhin tu penyakit hati,"['buzzer', 'asuu', 'pemilu', 'dah', 'selesai', 'woy', 'susah', 'bgt', 'nyembuhin', 'tu', 'penyakit', 'hati']","['buzzer', 'asuu', 'pemilu', 'dah', 'selesai', 'woy', 'susah', 'bgt', 'nyembuhin', 'tu', 'penyakit', 'hati']",,buzzer asuu pemilu dah selesai woy susah bgt nyembuhin tu penyakit hati,"Asus buzzer: The election is over, it's very difficult to cure heart disease",1.0,-0.65,negatif,0
karena Curang aja sombong lu,karena curang aja sombong lu,karena curang aja sombong lu,"['karena', 'curang', 'aja', 'sombong', 'lu']","['karena', 'curang', 'aja', 'sombong', 'lu']",,karena curang aja sombong lu,"because you cheat, you're arrogant",0.0,0.0,netral,2
Semoga saja pak Tidak seperti dulu.. sudah deklarasi .. ternyata tidak jadi presiden,semoga saja pak tidak seperti dulu.. sudah deklarasi .. ternyata tidak jadi presiden,semoga saja pak tidak seperti dulu sudah deklarasi ternyata tidak jadi presiden,"['semoga', 'saja', 'pak', 'tidak', 'seperti', 'dulu', 'sudah', 'deklarasi', 'ternyata', 'tidak', 'jadi', 'presiden']","['semoga', 'saja', 'pak', 'tidak_seperti', 'dulu', 'sudah', 'deklarasi', 'ternyata', 'tidak_jadi', 'presiden']","[(['tidak', 'seperti'], 'tidak_seperti'), (['seperti', 'dulu'], 'dulu'), (['dulu', 'sudah'], 'sudah'), (['sudah', 'deklarasi'], 'deklarasi'), (['deklarasi', 'ternyata'], 'ternyata'), (['ternyata', 'tidak'], 'tidak_jadi'), (['tidak', 'jadi'], 'presiden')]",semoga saja pak tidak_seperti dulu sudah deklarasi ternyata tidak_jadi presiden,Hopefully my brother won't be like before when he declared that he wouldn't be president,0.0,0.0,netral,2
Lebih cepat dilantik lebih cepat kita menghina pragib,lebih cepat dilantik lebih cepat kita menghina pragib,lebih cepat dilantik lebih cepat kita menghina pragib,"['lebih', 'cepat', 'dilantik', 'lebih', 'cepat', 'kita', 'menghina', 'pragib']","['lebih', 'cepat', 'dilantik', 'lebih', 'cepat', 'kita', 'menghina', 'pragib']",,lebih cepat dilantik lebih cepat kita menghina pragib,the sooner appointed the sooner we insult Pragib,0.0,0.0,netral,2
banyak perkataan dan perbuatan wo yang membuat rakyat tidak mau memilih,banyak perkataan dan perbuatan wo yang membuat rakyat tidak mau memilih,banyak perkataan dan perbuatan wo yang membuat rakyat tidak mau memilih,"['banyak', 'perkataan', 'dan', 'perbuatan', 'wo', 'yang', 'membuat', 'rakyat', 'tidak', 'mau', 'memilih']","['banyak', 'perkataan', 'dan', 'perbuatan', 'wo', 'yang', 'membuat', 'rakyat', 'tidak_mau', 'memilih']","[(['tidak', 'mau'], 'tidak_mau'), (['mau', 'memilih'], 'memilih')]",banyak perkataan dan perbuatan wo yang membuat rakyat tidak_mau memilih,many words and actions wo make the people do not want to choose,0.5,0.5,positif,1
Saya nga  butuh jabatan ,saya nga  butuh jabatan ,saya nga butuh jabatan,"['saya', 'nga', 'butuh', 'jabatan']","['saya', 'nga', 'butuh', 'jabatan']",,saya nga butuh jabatan,I don't need a position,0.0,0.0,netral,2
apakah tidak ada pilihan lain untuk wapresnya?,apakah tidak ada pilihan lain untuk wapresnya?,apakah tidak ada pilihan lain untuk wapresnya?,"['apakah', 'tidak', 'ada', 'pilihan', 'lain', 'untuk', 'wapresnya', '?']","['apakah', 'tidak_ada', 'pilihan', 'lain', 'untuk', 'wapresnya', '?']","[(['tidak', 'ada'], 'tidak_ada'), (['ada', 'pilihan'], 'pilihan'), (['pilihan', 'lain'], 'lain'), (['lain', 'untuk'], 'untuk'), (['untuk', 'wapresnya'], 'wapresnya'), (['wapresnya', '?'], '?')]",apakah tidak_ada pilihan lain untuk wapresnya ?,Is there no other choice for his vice presidential candidate?,0.375,0.0625,positif,1
"buktikan yang terbaik pak, buktikan bahwa anda layak jadi presiden","buktikan yang terbaik pak, buktikan bahwa anda layak jadi presiden",buktikan yang terbaik pak buktikan bahwa anda layak jadi presiden,"['buktikan', 'yang', 'terbaik', 'pak', 'buktikan', 'bahwa', 'anda', 'layak', 'jadi', 'presiden']","['buktikan', 'yang', 'terbaik', 'pak', 'buktikan', 'bahwa', 'anda', 'layak', 'jadi', 'presiden']",,buktikan yang terbaik pak buktikan bahwa anda layak jadi presiden,"Prove your best, sir, prove that you are worthy of being president",0.65,0.6666666666666666,positif,1
Rakyat ingin pendidikan gratis ,rakyat ingin pendidikan gratis ,rakyat ingin pendidikan gratis,"['rakyat', 'ingin', 'pendidikan', 'gratis']","['rakyat', 'ingin', 'pendidikan', 'gratis']",,rakyat ingin pendidikan gratis,people want free education,0.8,0.4,positif,1
GUE GA PEDULI ???????????? ,gue ga peduli ???????????? ,gue ga peduli ?,"['gue', 'ga', 'peduli', '?']","['gue', 'ga_peduli', '?']","[(['ga', 'peduli'], 'ga_peduli'), (['peduli', '?'], '?')]",gue ga_peduli ?,I don't care?,0.0,0.0,netral,2
bagaimana kesehatan bapak selama menjalankan tugas nanti?? Apakah bapak bisa tetap sehat?,bagaimana kesehatan bapak selama menjalankan tugas nanti?? apakah bapak bisa tetap sehat?,bagaimana kesehatan bapak selama menjalankan tugas nanti?? apakah bapak bisa tetap sehat?,"['bagaimana', 'kesehatan', 'bapak', 'selama', 'menjalankan', 'tugas', 'nanti', '?', '?', 'apakah', 'bapak', 'bisa', 'tetap', 'sehat', '?']","['bagaimana', 'kesehatan', 'bapak', 'selama', 'menjalankan', 'tugas', 'nanti', '?', '?', 'apakah', 'bapak', 'bisa', 'tetap', 'sehat', '?']",,bagaimana kesehatan bapak selama menjalankan tugas nanti ? ? apakah bapak bisa tetap sehat ?,How will your health be while carrying out your duties? ? Can you stay healthy?,0.5,0.5,positif,1
Semoga dilantik menjadi presiden,semoga dilantik menjadi presiden,semoga dilantik menjadi presiden,"['semoga', 'dilantik', 'menjadi', 'presiden']","['semoga', 'dilantik', 'menjadi', 'presiden']",,semoga dilantik menjadi presiden,hopefully he will be appointed president,0.0,0.0,netral,2
jangan biarkan rakyat menderita dengan harga sembako mahal,jangan biarkan rakyat menderita dengan harga sembako mahal,jangan biarkan rakyat menderita dengan harga sembako mahal,"['jangan', 'biarkan', 'rakyat', 'menderita', 'dengan', 'harga', 'sembako', 'mahal']","['jangan_biarkan', 'rakyat', 'menderita', 'dengan', 'harga', 'sembako', 'mahal']","[(['jangan', 'biarkan'], 'jangan_biarkan'), (['biarkan', 'rakyat'], 'rakyat'), (['rakyat', 'menderita'], 'menderita'), (['menderita', 'dengan'], 'dengan'), (['dengan', 'harga'], 'harga'), (['harga', 'sembako'], 'sembako'), (['sembako', 'mahal'], 'mahal')]",jangan_biarkan rakyat menderita dengan harga sembako mahal,Don't let people suffer from expensive basic food prices,0.4125,-0.25,negatif,0
Saya selalu bantu doa yang terbaik buat pak Prabowo dan Gibran. ,saya selalu bantu doa yang terbaik buat pak prabowo dan gibran. ,saya selalu bantu doa yang terbaik buat pak prabowo dan gibran,"['saya', 'selalu', 'bantu', 'doa', 'yang', 'terbaik', 'buat', 'pak', 'prabowo', 'dan', 'gibran']","['saya', 'selalu', 'bantu', 'doa', 'yang', 'terbaik', 'buat', 'pak', 'prabowo', 'dan', 'gibran']",,saya selalu bantu doa yang terbaik buat pak prabowo dan gibran,I always help pray for the best for Pak Prabowo and Gibran,0.3,1.0,positif,1
"baik pak, yang amanah jadi presiden kami","baik pak, yang amanah jadi presiden kami",baik pak yang amanah jadi presiden kami,"['baik', 'pak', 'yang', 'amanah', 'jadi', 'presiden', 'kami']","['baik', 'pak', 'yang', 'amanah', 'jadi', 'presiden', 'kami']",,baik pak yang amanah jadi presiden kami,good sir who is trusted to be our president,0.6000000000000001,0.7,positif,1
"melihat banyaknya komentar negatif, jangan putus asa pak, tetap semangat","melihat banyaknya komentar negatif, jangan putus asa pak, tetap semangat",melihat banyaknya komentar negatif jangan putus asa pak tetap semangat,"['melihat', 'banyaknya', 'komentar', 'negatif', 'jangan', 'putus', 'asa', 'pak', 'tetap', 'semangat']","['melihat', 'banyaknya', 'komentar', 'negatif', 'jangan_putus', 'asa', 'pak', 'tetap', 'semangat']","[(['jangan', 'putus'], 'jangan_putus'), (['putus', 'asa'], 'asa'), (['asa', 'pak'], 'pak'), (['pak', 'tetap'], 'tetap'), (['tetap', 'semangat'], 'semangat')]",melihat banyaknya komentar negatif jangan_putus asa pak tetap semangat,"Seeing the many negative comments, don't give up, sir, keep your spirits up",0.45,0.1,positif,1
tidak menyangka banyaknya kecurangan yang terjadi,tidak menyangka banyaknya kecurangan yang terjadi,tidak menyangka banyaknya kecurangan yang terjadi,"['tidak', 'menyangka', 'banyaknya', 'kecurangan', 'yang', 'terjadi']","['tidak_menyangka', 'banyaknya', 'kecurangan', 'yang', 'terjadi']","[(['tidak', 'menyangka'], 'tidak_menyangka'), (['menyangka', 'banyaknya'], 'banyaknya'), (['banyaknya', 'kecurangan'], 'kecurangan'), (['kecurangan', 'yang'], 'yang'), (['yang', 'terjadi'], 'terjadi')]",tidak_menyangka banyaknya kecurangan yang terjadi,I didn't expect so much fraud to occur,0.2,0.2,positif,1
Saya pendukung anies ,saya pendukung anies ,saya pendukung anies,"['saya', 'pendukung', 'anies']","['saya', 'pendukung', 'anies']",,saya pendukung anies,I support Anies,0.0,0.0,netral,2
"jika ingin mencalonkan diri sebagai paslon presiden, harus mundur dari jabatan  mentri","jika ingin mencalonkan diri sebagai paslon presiden, harus mundur dari jabatan  mentri",jika ingin mencalonkan diri sebagai paslon presiden harus mundur dari jabatan mentri,"['jika', 'ingin', 'mencalonkan', 'diri', 'sebagai', 'paslon', 'presiden', 'harus', 'mundur', 'dari', 'jabatan', 'mentri']","['jika', 'ingin', 'mencalonkan', 'diri', 'sebagai', 'paslon', 'presiden', 'harus', 'mundur', 'dari', 'jabatan', 'mentri']",,jika ingin mencalonkan diri sebagai paslon presiden harus mundur dari jabatan mentri,"If you want to run as a presidential candidate, you must resign from your ministerial position",0.0,0.0,netral,2
"terlalu banyak bicara, tidak ada bukti nyata","terlalu banyak bicara, tidak ada bukti nyata",terlalu banyak bicara tidak ada bukti nyata,"['terlalu', 'banyak', 'bicara', 'tidak', 'ada', 'bukti', 'nyata']","['terlalu', 'banyak', 'bicara', 'tidak_ada', 'bukti', 'nyata']","[(['tidak', 'ada'], 'tidak_ada'), (['ada', 'bukti'], 'bukti'), (['bukti', 'nyata'], 'nyata')]",terlalu banyak bicara tidak_ada bukti nyata,too much talk no real evidence,0.25,0.05,positif,1
"banyak orang yang kecewa dengan pilpres tahun ini, banyak kecurangan yang terjadi","banyak orang yang kecewa dengan pilpres tahun ini, banyak kecurangan yang terjadi",banyak orang yang kecewa dengan pilpres tahun ini banyak kecurangan yang terjadi,"['banyak', 'orang', 'yang', 'kecewa', 'dengan', 'pilpres', 'tahun', 'ini', 'banyak', 'kecurangan', 'yang', 'terjadi']","['banyak', 'orang', 'yang', 'kecewa', 'dengan', 'pilpres', 'tahun', 'ini', 'banyak', 'kecurangan', 'yang', 'terjadi']",,banyak orang yang kecewa dengan pilpres tahun ini banyak kecurangan yang terjadi,Many people are disappointed that this year's presidential election has seen a lot of fraud,0.625,-0.125,negatif,0
"tidak tau malu, wapresmu melanggar  konstitusi","tidak tau malu, wapresmu melanggar  konstitusi",tidak tau malu wapresmu melanggar konstitusi,"['tidak', 'tau', 'malu', 'wapresmu', 'melanggar', 'konstitusi']","['tidak_tau', 'malu', 'wapresmu', 'melanggar', 'konstitusi']","[(['tidak', 'tau'], 'tidak_tau'), (['tau', 'malu'], 'malu'), (['malu', 'wapresmu'], 'wapresmu'), (['wapresmu', 'melanggar'], 'melanggar'), (['melanggar', 'konstitusi'], 'konstitusi')]",tidak_tau malu wapresmu melanggar konstitusi,the vice president's shamelessness violates the constitution,0.0,0.0,netral,2
bahaya jangan bawa-bawa nama allah karena disitu hukumnya ,bahaya jangan bawa-bawa nama allah karena disitu hukumnya ,bahaya jangan bawa bawa nama allah karena disitu hukumnya,"['bahaya', 'jangan', 'bawa', 'bawa', 'nama', 'allah', 'karena', 'disitu', 'hukumnya']","['bahaya', 'jangan_bawa', 'bawa', 'nama', 'allah', 'karena', 'disitu', 'hukumnya']","[(['jangan', 'bawa'], 'jangan_bawa'), (['bawa', 'nama'], 'nama'), (['nama', 'allah'], 'allah'), (['allah', 'karena'], 'karena'), (['karena', 'disitu'], 'disitu'), (['disitu', 'hukumnya'], 'hukumnya')]",bahaya jangan_bawa bawa nama allah karena disitu hukumnya,"It's dangerous, don't take the name of Allah because that's the law",0.9,-0.6,negatif,0
Bacanya mpe sakit perut,bacanya mpe sakit perut,bacanya mpe sakit perut,"['bacanya', 'mpe', 'sakit', 'perut']","['bacanya', 'mpe', 'sakit', 'perut']",,bacanya mpe sakit perut,Reading it makes my stomach ache,0.0,0.0,netral,2
ini hanya di dunia.  ingat di akhirat kalian harus pertanggung jawabkan jika itu adalah kecurangan ???? ,ini hanya di dunia.  ingat di akhirat kalian harus pertanggung jawabkan jika itu adalah kecurangan ???? ,ini hanya di dunia ingat di akhirat kalian harus pertanggung jawabkan jika itu adalah kecurangan ?,"['ini', 'hanya', 'di', 'dunia', 'ingat', 'di', 'akhirat', 'kalian', 'harus', 'pertanggung', 'jawabkan', 'jika', 'itu', 'adalah', 'kecurangan', '?']","['ini', 'hanya', 'di', 'dunia', 'ingat', 'di', 'akhirat', 'kalian', 'harus', 'pertanggung', 'jawabkan', 'jika', 'itu', 'adalah', 'kecurangan', '?']",,ini hanya di dunia ingat di akhirat kalian harus pertanggung jawabkan jika itu adalah kecurangan ?,"This is only in this world, remember in the afterlife you have to be held accountable if it is cheating?",1.0,0.0,netral,2
"yang komentar bukan pendukung pragib, negatif semua","yang komentar bukan pendukung pragib, negatif semua",yang komentar bukan pendukung pragib negatif semua,"['yang', 'komentar', 'bukan', 'pendukung', 'pragib', 'negatif', 'semua']","['yang', 'komentar', 'bukan', 'pendukung', 'pragib', 'negatif', 'semua']",,yang komentar bukan pendukung pragib negatif semua,All comments that are not supporters of Pragib are negative,0.4,-0.3,negatif,0
"turunkan harga sembako, terlalu tinggi membuat rakyat sengsara","turunkan harga sembako, terlalu tinggi membuat rakyat sengsara",turunkan harga sembako terlalu tinggi membuat rakyat sengsara,"['turunkan', 'harga', 'sembako', 'terlalu', 'tinggi', 'membuat', 'rakyat', 'sengsara']","['turunkan', 'harga', 'sembako', 'terlalu', 'tinggi', 'membuat', 'rakyat', 'sengsara']",,turunkan harga sembako terlalu tinggi membuat rakyat sengsara,lowering basic food prices too high makes people miserable,0.555,-0.27999999999999997,negatif,0
kalian akan hancur pada saatnya nanti,kalian akan hancur pada saatnya nanti,kalian akan hancur pada saatnya nanti,"['kalian', 'akan', 'hancur', 'pada', 'saatnya', 'nanti']","['kalian', 'akan', 'hancur', 'pada', 'saatnya', 'nanti']",,kalian akan hancur pada saatnya nanti,you will be destroyed in time,0.0,0.0,netral,2
"jika malas memperjuangkan hak rakat, maka rakyat akan kecewa ","jika malas memperjuangkan hak rakat, maka rakyat akan kecewa ",jika malas memperjuangkan hak rakat maka rakyat akan kecewa,"['jika', 'malas', 'memperjuangkan', 'hak', 'rakat', 'maka', 'rakyat', 'akan', 'kecewa']","['jika', 'malas', 'memperjuangkan', 'hak', 'rakat', 'maka', 'rakyat', 'akan', 'kecewa']",,jika malas memperjuangkan hak rakat maka rakyat akan kecewa,if lazy to fight for the right of rakat then the people will be disappointed,0.7619047619047619,-0.2380952380952381,negatif,0
"jangan berikan pengalaman yang buruk kepada rakyat pak, supaya rakyat tidak kecewa","jangan berikan pengalaman yang buruk kepada rakyat pak, supaya rakyat tidak kecewa",jangan berikan pengalaman yang buruk kepada rakyat pak supaya rakyat tidak kecewa,"['jangan', 'berikan', 'pengalaman', 'yang', 'buruk', 'kepada', 'rakyat', 'pak', 'supaya', 'rakyat', 'tidak', 'kecewa']","['jangan_berikan', 'pengalaman', 'yang', 'buruk', 'kepada', 'rakyat', 'pak', 'supaya', 'rakyat', 'tidak_kecewa']","[(['jangan', 'berikan'], 'jangan_berikan'), (['berikan', 'pengalaman'], 'pengalaman'), (['pengalaman', 'yang'], 'yang'), (['yang', 'buruk'], 'buruk'), (['buruk', 'kepada'], 'kepada'), (['kepada', 'rakyat'], 'rakyat'), (['rakyat', 'pak'], 'pak'), (['pak', 'supaya'], 'supaya'), (['supaya', 'rakyat'], 'rakyat'), (['rakyat', 'tidak'], 'tidak_kecewa')]",jangan_berikan pengalaman yang buruk kepada rakyat pak supaya rakyat tidak_kecewa,don't_give the people a bad experience sir so that the people will not be_disappointed,0.6666666666666666,-0.6999999999999998,negatif,0
setelah dilantik langsung mati,setelah dilantik langsung mati,setelah dilantik langsung mati,"['setelah', 'dilantik', 'langsung', 'mati']","['setelah', 'dilantik', 'langsung', 'mati']",,setelah dilantik langsung mati,after being appointed he immediately died,0.0,0.0,netral,2
hasil ini karena memindahkan suara paslon lain ke anda ,hasil ini karena memindahkan suara paslon lain ke anda ,hasil ini karena memindahkan suara paslon lain ke anda,"['hasil', 'ini', 'karena', 'memindahkan', 'suara', 'paslon', 'lain', 'ke', 'anda']","['hasil', 'ini', 'karena', 'memindahkan', 'suara', 'paslon', 'lain', 'ke', 'anda']",,hasil ini karena memindahkan suara paslon lain ke anda,This result is due to transferring the votes of other candidate pairs to you,0.375,-0.125,negatif,0
perlu dicurigai pragib menang satu putaran,perlu dicurigai pragib menang satu putaran,perlu dicurigai pragib menang satu putaran,"['perlu', 'dicurigai', 'pragib', 'menang', 'satu', 'putaran']","['perlu', 'dicurigai', 'pragib', 'menang', 'satu', 'putaran']",,perlu dicurigai pragib menang satu putaran,it is necessary to suspect that Pragib won one round,0.7,-0.1,negatif,0
aminkan seluruh doa yang diberikan rakyat,aminkan seluruh doa yang diberikan rakyat,aminkan seluruh doa yang diberikan rakyat,"['aminkan', 'seluruh', 'doa', 'yang', 'diberikan', 'rakyat']","['aminkan', 'seluruh', 'doa', 'yang', 'diberikan', 'rakyat']",,aminkan seluruh doa yang diberikan rakyat,accept all the prayers given by the people,0.0,0.0,netral,2
wo adalah seorang prajurit yg bersifat ksatria ,wo adalah seorang prajurit yg bersifat ksatria ,wo adalah seorang prajurit yg bersifat ksatria,"['wo', 'adalah', 'seorang', 'prajurit', 'yg', 'bersifat', 'ksatria']","['wo', 'adalah', 'seorang', 'prajurit', 'yg', 'bersifat', 'ksatria']",,wo adalah seorang prajurit yg bersifat ksatria,wo is a warrior who is a knight,0.0,0.0,netral,2
Bismillah jendral maju terus untuk indonesia  ,bismillah jendral maju terus untuk indonesia  ,bismillah jendral maju terus untuk indonesia,"['bismillah', 'jendral', 'maju', 'terus', 'untuk', 'indonesia']","['bismillah', 'jendral', 'maju', 'terus', 'untuk', 'indonesia']",,bismillah jendral maju terus untuk indonesia,"Bismillah General, keep moving forward for Indonesia",0.5,0.05000000000000002,positif,1
jangan pedulikan komentar negatif dari orang sakit hati,jangan pedulikan komentar negatif dari orang sakit hati,jangan pedulikan komentar negatif dari orang sakit hati,"['jangan', 'pedulikan', 'komentar', 'negatif', 'dari', 'orang', 'sakit', 'hati']","['jangan_pedulikan', 'komentar', 'negatif', 'dari', 'orang', 'sakit', 'hati']","[(['jangan', 'pedulikan'], 'jangan_pedulikan'), (['pedulikan', 'komentar'], 'komentar'), (['komentar', 'negatif'], 'negatif'), (['negatif', 'dari'], 'dari'), (['dari', 'orang'], 'orang'), (['orang', 'sakit'], 'sakit'), (['sakit', 'hati'], 'hati')]",jangan_pedulikan komentar negatif dari orang sakit hati,Don't pay attention to negative comments from hurt people,0.4,-0.3,negatif,0
..STRESS NI ORANG ???????????? ,..stress ni orang ???????????? ,stress ni orang ?,"['stress', 'ni', 'orang', '?']","['stress', 'ni', 'orang', '?']",,stress ni orang ?,Are you stressed?,0.0,0.0,netral,2
capres ini yang berani deklarasi sebelum pengumuman,capres ini yang berani deklarasi sebelum pengumuman,capres ini yang berani deklarasi sebelum pengumuman,"['capres', 'ini', 'yang', 'berani', 'deklarasi', 'sebelum', 'pengumuman']","['capres', 'ini', 'yang', 'berani', 'deklarasi', 'sebelum', 'pengumuman']",,capres ini yang berani deklarasi sebelum pengumuman,This presidential candidate dared to declare before the announcement,0.0,0.0,netral,2
"meskipun banyak orang tidak suka dengan prabowo, dia akan tetap melayani kalian dengan semangat","meskipun banyak orang tidak suka dengan prabowo, dia akan tetap melayani kalian dengan semangat",meskipun banyak orang tidak suka dengan prabowo dia akan tetap melayani kalian dengan semangat,"['meskipun', 'banyak', 'orang', 'tidak', 'suka', 'dengan', 'prabowo', 'dia', 'akan', 'tetap', 'melayani', 'kalian', 'dengan', 'semangat']","['meskipun', 'banyak', 'orang', 'tidak_suka', 'dengan', 'prabowo', 'dia', 'akan', 'tetap', 'melayani', 'kalian', 'dengan', 'semangat']","[(['tidak', 'suka'], 'tidak_suka'), (['suka', 'dengan'], 'dengan'), (['dengan', 'prabowo'], 'prabowo'), (['prabowo', 'dia'], 'dia'), (['dia', 'akan'], 'akan'), (['akan', 'tetap'], 'tetap'), (['tetap', 'melayani'], 'melayani'), (['melayani', 'kalian'], 'kalian'), (['kalian', 'dengan'], 'dengan'), (['dengan', 'semangat'], 'semangat')]",meskipun banyak orang tidak_suka dengan prabowo dia akan tetap melayani kalian dengan semangat,"Even though many people don't like Prabowo, he will still serve you with enthusiasm",0.5,0.5,positif,1
"terserah kalian, atur saja sesuai keinginan","terserah kalian, atur saja sesuai keinginan",terserah kalian atur saja sesuai keinginan,"['terserah', 'kalian', 'atur', 'saja', 'sesuai', 'keinginan']","['terserah', 'kalian', 'atur', 'saja', 'sesuai', 'keinginan']",,terserah kalian atur saja sesuai keinginan,"It's up to you, just set it according to your wishes",0.0,0.0,netral,2
Komenan orang orang kalah dan sakit hati,komenan orang orang kalah dan sakit hati,komenan orang orang kalah dan sakit hati,"['komenan', 'orang', 'orang', 'kalah', 'dan', 'sakit', 'hati']","['komenan', 'orang', 'orang', 'kalah', 'dan', 'sakit', 'hati']",,komenan orang orang kalah dan sakit hati,people's comments are defeated and hurt,0.0,0.0,netral,2
"melihat ini, yang marah semakin marah","melihat ini, yang marah semakin marah",melihat ini yang marah semakin marah,"['melihat', 'ini', 'yang', 'marah', 'semakin', 'marah']","['melihat', 'ini', 'yang', 'marah', 'semakin', 'marah']",,melihat ini yang marah semakin marah,Seeing this the angry got even angrier,1.0,-0.5,negatif,0
